,review,sent,sent_pred
,siipp mantapp flash disk nya        ,1,1
,kurang enak bau          ,0,0
,pasang sangat mudah tinggal buka bungkus filter pasang colok dan alat sudah dapat,1,1
,mobil avanza putih pecah ban tersengol dua kendaran sepeda motor samping airbag ,0,0
,barang rusak retak dan tidak berfungsi normal      ,0,0
,saya fikir murah eh tidak tw nya di alfamart promo nya lebih murah,0,0
,jempol buat fast responnya tp barangnya klo dibilang original g yakin karena jika,0,0
,oengiriman cepat barang sesuai dg yg tertera dan berfungsi dg baik kecil ringkas,1,1
,menakutkan            ,0,0
,yang saya nggak sangka produknya enteng banget materialnya juga kelihatan mewah suka ,1,1
,jgn ada yg beli tablet ini barangnya tak baguss    ,0,0
,produk bagus original sesuai dengan deskripsi       ,1,1
,plasdis baru ko banyak virusnya ga bisa d buka kecewa   ,0,0
,ntapz            ,1,1
,barang sampai dalam keadaan baik sesuai dengan deskrip di display   ,1,1
,sampai cepat dan lucu produknya thanks ya      ,1,1
,kalau tidak ada mau jangan ada tulis ada kukus    ,0,0
,shure adalah merek prangkat audio yang sering pakai band legendaris an  ,1,0
,mohon dilakukan pengecekan kembali karena saya belum terima barang per tanggal desember sedang,0,0
,ordered dan paid on dan delivered on in bal works perfectly with my,1,1
,barangnya bagus harga lebih murah dari toko sebelah recomended buat teman yang mau,1,1
,masuk buat bhineka          ,0,0
,case nya sih lumayan bagus tetapi tipis banget maklum harga segitu ada cacat,0,0
,ok cuma pengiriman kurang cepat mgkn krn mau lebaran kmrn   ,1,0
,sangat bagus produk ok thanks lazada pengeriman cepat order hari ini besok ada,1,1
,pengiriman nya lama sekali         ,0,0
,thaks lazada           ,1,1
,anjir alay banget itu mobil        ,0,0
,di kemasan tertulis include batery volt tapi baterainya gak ada   ,1,0
,sizenya tidak ada namun akan lebih baik apabila di beritahu sizenya  ,0,0
,barang sudah terima dengan baik namun ada catat buat vendor sayang tidak ada,0,0
,sangat puas barang sesuai         ,1,1
,kacapamata unyu bagus buat anak        ,1,1
,pengiriman luar biasa cepat terima kasih lazada      ,1,1
,entah rasa kaya apa         ,0,0
,mgkn krn produk negeri luar ya sy nrimanya agak lama   ,0,0
,uda diterima tp blm di aktifkan kok ga dpt voucer kfc rb nya,1,0
,flashdisc nya sangat mengecewakan tidak bisa di pakai semua data yg di copy,0,0
,produk sesuai dgn yg di pesan dan pengiriman sangat baik   ,0,1
,good jobbnnbb           ,1,1
,kilat bgt pengirimannya pesen jam pagi jam siang sudah sampai depan rumah top,1,1
,respon nya bagus barang nya jg sama pengemasan baik bagus lah intinya ,1,1
,bingung cara masak          ,0,0
,lumayan sesuai pesan          ,1,1
,brg cpt di terima ukuran pas sesuai petunjuk     ,1,1
,pengemasan cepat pengiriman cepat produk original berfungsi dengan baik    ,1,1
,suka suka sukaa satunya pl selalu ngasih sabun tengkiyuu    ,1,1
,terima kasih atas pengirimannya         ,1,1
,kurang puas dipake kali aja udh trable      ,0,0
,produk sangat bagus kualitas amazing nterima kasih untuk rumah tawa   ,1,1
,kereen kirimannya cepat bingits pesan pagi sore sdh sampai tvnya tv sesuai gambar,1,1
,produk sesuai deskripsi barusan dicoba memuaskan semoga awet barangnya packing rapi dan aman,1,1
,lama datang           ,0,0
,batre cepet habis kenpa ya lapak       ,0,0
,flasdisk ny cman bisa di isi sedikit udah di isi data pun gak,0,0
,keren bajunya motifnya cantik bahannya oke nsukses terus     ,1,1
,waswas            ,0,0
,produk bohong rugi lah         ,0,0
,ternyata ukurannya terlalu besar untuk bayi saya      ,1,0
,barang datang dalam keadaan rusak jadi gk berguna     ,0,0
,mantap kualitas luar biasa datang langsung print sendiri cocok anak se ang terima,1,1
,baru diisi file sedikit langsung corrupt ya memang harga menentukan kualitas  ,1,0
,barang sudah mendarat sesuai dengan pesanan dan berfungsi semua    ,1,1
,low budget tetapi baik product        ,0,0
,barang nya sesuai di foto bagus banget tapi buat aku ini agak kecil,1,1
,thanks barang udah sampai dengan selamat ok semua     ,1,1
,mantap udah nyampe saya tdi pesen lagi tapi pengen yg hijau  ,1,1
,lama sampai pesan hari selasa kirim sampai rumah juga hari selasa minggu ikut,0,0
,patah            ,0,0
,bonus nya bohong gak ada        ,0,0
,pengitiman cepet paling suka sama packagingnya si rapi bgt terniat ini mah ,1,1
,minyak murah           ,1,0
,pengiriman cepat hanya hpx tdk bisa putar musik n tobolx kurang bgs ,0,0
,seluruh oke hanya kirim lama        ,0,0
,barang sudah d terima dengan selamat thanks      ,1,1
,cara patroli jne daerah jakarta timur mau ketemu oragnya tanya saja data kirim,0,0
,fd nya palsu penipu         ,0,0
,mantap banget harga murah tpi tak murahan      ,1,1
,barangnya blm sampe udh kepencet pesanan diterima semoga aja nyampe nanti aku rubah,1,0
,sewa mobil semarang murah mobil sopir bm rb semarang sewa mobil murah tanpa,1,1
,ini kenapa material grain mil nya plastik ya di keteranganya glas tetapi saya,0,0
,ikut reviewe dolo karena browsingan lagi kaget lihat harga produk ini dahulu beli,1,0
,jelek tidak fungsi          ,0,0
,barang rusak respon cepat dan barang langsung saya terima tapi baut ada yang,0,0
,produk sesuai tetapi sayang kirim hampir semingu      ,1,0
,ini baru keluar pakunya hp nokia saya gangguan kenapa ya jangan tidur d,0,0
,mau yang asli atau palsu kabel iphone paling jelek cepat rusak  ,0,0
,pesanan sampai hari ini belum saya terima ini hari terakhir estimasi  ,0,0
,kirim sangat lama untuk ukur ke jakarta saja tetapi seluruh barang bagus ,0,0
,yupz sesuai dengan yang harap dan barang sama dengan yang tampil di web,1,1
,barang yang dikirim tidak ada backlit sesuai di deskripsi    ,0,0
,recomended bgt puas barangnya ok        ,1,1
,sudah dipasang dan akhirnya laptop lama rasa baru soalnya batere baru tahan lebih,1,1
,lumayan laa worth to buy        ,1,1
,barang sudah ditrima dengan kondisi baik thkyu gan     ,1,1
,mahal kirain murah          ,0,0
,tv nya ada suara meletup letup meledak apakah bisa ditukar   ,0,0
,tiba ga bisa terbaca stelah thn bisa tolong     ,0,0
,jauh sekali pesanan yg dtg dgn real pict     ,0,0
,kami kecewa flsdisnya tudak bisa digunakan hanya bisa menyimpan dataa namun tidak dapat,0,0
,naik mobil saja muntah minta ke luar negeri cuh    ,0,0
,barang kusut telah cuci dan sangat kecewa tidak bsa rapih lgi  ,0,0
,di iklan bilangnya gb tapi pas di cek cuma mb barang kw di,0,0
,tv pesanan saya telah sampai dan tidak ada cacat trima kasih lazada tapi,0,0
,respon nya cepat n barang juga sesuai sukses terus gan   ,1,1
,puas deh bagus barangnya         ,1,1
,seusai harga pengiriman lambat j amp t lambat bgt    ,0,0
,mantap dan barangnya sesuai pesanann        ,1,1
,gambarnya lumayan bagus cuma kok gak ada buku garansinya gmn y cara dapetin,1,1
,bagus top seller pengiriman cepat        ,1,1
,respon chat cepat packing baik barang sudah terima cepat sampai barang sesuai pesan,1,1
,bagus dan semoga awet awal sakit makainya      ,1,1
,selalu puas blnja di jdid        ,1,1
,thanks barangnya sesuai sm espektasi        ,1,1
,brg sm skli tdk bs d gunakn bhkn skdar mngisi lagu  ,0,0
,barang diterima kualitas barang bagus pengirimannya memakan waktu hari minus bracket yg katanya,0,1
,video detik detik bakar mobil toyota yaris depan balikpapan super blok bsb minggu,0,0
,kalau belum siap jual nggak usah pajang barang di etalase bikin ribet pesanan,0,0
,terima kasih om          ,1,1
,gaya nya boru papa dan mama bisa bawa mobil    ,1,1
,tidak puas saya dirugikan kualitas barang saya terima sangat buruk   ,0,0
,sudah ngirim nya lama malah naik ongkir nya babi la   ,0,0
,terima kasih ka barang nya sudah sampai dengan selamag sudah dicoba juga dan,1,1
,pengiriman barang cepat bru pesan kmrin barang jga oke cma untuk kualitas blm,1,1
,barang sudah sampai dengan selamat mantap jiwa      ,1,1
,al size fit to l nya palsu namun akan lebih baik apabila sesuai,0,0
,produk masih layak pakai         ,1,0
,murah meriah tapi bagus d pake anak npengiriman cepat nbanyak gini jd klo,1,1
,kecewa karna barang tdk sesuai gambar       ,0,0
,untuk diharga segini lumayan untuk kere seperti saya hehe    ,1,1
,sempat galau karena nunguinya lumayan lama ya ikut kirim sameday tetapi besok malemnya,0,0
,mantapp top abis semua berjalan dengan baik dan lancar beda rb dari diskon,1,1
,nyesel se nyesel nyeselnya barangnya jelek datengnya lama lama banget tidak sesuai tglnya,0,0
,ana senang semua kecil lagsg hap habis      ,1,1
,terima kasih produk sudah sampai packing rapi      ,1,1
,barang sampai di colok dan buat new folder langsung loading dan tidak dapat,0,0
,pesanan sy belum smpai juga pdhal sudah sy byr sdh hampir hari blm,0,0
,kualitas produk baik harga murah pengiriman cepet rajutan rapih thx seller  ,1,1
,barang tidak sesuai iklan tidak rekomendasi jual namun akan lebih baik apabila bicara,0,0
,pas saya pesan barang masih ada pas nyampe eh barang diganti model lai,0,0
,asih tanpa harap di kasih besar jiwa murni bisa terima kalah semua perkatan,0,0
,sip barng bagus          ,1,1
,biar bintang berbicara makasih         ,1,1
,oke bahan ringan bagus         ,1,1
,corup terus daa copi data ilang terus      ,0,0
,brgnya bagus bs berfungsi ngebantu banget bwt save file yg penuh di laptop,1,1
,barang sampai drngan selamat beli dan semua nya berfungsi    ,1,1
,kecewa banget layarnya pecah jadi kerjaan lagi nih balikin ke seller lagi ,0,0
,celana pendeknya oke          ,1,1
,barang yang dikirim kok sata bukan ide ngak ada kartu garansi nya jg,0,0
,sangat recomend puas pokoknya         ,1,1
,lama ga di respon sama penjualnya flashdisk rusak harap diperbaiki lagi kedepannya terimakasih,0,0
,kwalitas sampah npesan stel dikirim cma celana      ,0,0
,untuk headphone ini lebih saran untuk guna ponsel sebab kalau buat pc suara,0,0
,barang bagus dan bisa bekerja dengan baik makasih philips saya pesan pagi hari,0,1
,barang tidak sesuai deskripsi barang yang dikirim seri yang dibawah dari yang di,0,0
,ini yg dikirim kok bukan smar tv padahal pesan smart tv minta tuker,0,0
,saya sangat menyesal belanja di lazada menggunakan sistem cod barang hari tidak sampai²,0,0
,butuh alat tambahan kalau di motor matic kurang memuaskan    ,0,0
,respon seller super cepet barang berjalan baik      ,1,1
,brg sdh diterima          ,0,1
,berfungi semuanya           ,1,1
,bagus dan eksklusive walaupun harga murah mantab gan     ,1,1
,dalam ada standar headphone ini tidak rekomendasi untuk nikmat suara bas kuat suara,0,0
,speaker tlponnya rusak loh gan makasih       ,0,0
,gamisnya cantik sekali          ,1,1
,tinggal lagi pesan yang belum kirim min      ,0,0
,celana bahan bukan leging kalau leging itu bahanya kaos atau karet spandek sesuai,0,0
,barangnya ok sampai sesuai dengan deskripsi kualitas audio ga mengecewakan enak buat di,1,1
,untuk tombol onof fungsi semua led dari usb hub nya juga nyala semua,0,1
,alhamdulillah nbeli normal semua         ,1,1
,seller amanah pengiriman cepat barang sesuai       ,1,1
,samsung sedang kembangkan linuxongalaxy siap boyong os linux untuk ponsel dintegrasikan dengan samsung,1,1
,barang masih belum dicoba pengiriman cepat       ,1,1
,velvet junior memang terbaik         ,1,1
,barang bagus namun saya kurang keroscek sebelum memesan ternyata itu bukan hardist cuman,0,0
,material kurang baik tetapi untuk harga segitu ya sudah bagus   ,0,0
,bagus barang cepat banget sampai dan celana nya juga saat walaupun beli jumbo,1,1
,puas banget sih bahannya bagus sesuai sama harga alhamdulillah anak pada suka terimakasih,1,1
,kenapa seller abal bisa di lazada mengurangi kepercayaan pada lazada   ,0,0
,sing moto nakal numpak mobil dalane ditutupi yo do mungah trotoar sing motoran,0,0
,untuk barang tidak masalah hanya pengiriman agak tersendat dan kurang koordinasi antara pihak,0,0
,official store di aplikasi memang sangat membantu mudah cepat dan after sales yang,1,1
,keren dan tidak mengecewakan keren abis pokoknya pelayanannya     ,1,1
,respon cepat dan rekomended         ,1,1
,produk oke sesuai yg dipesan cukup puas      ,1,1
,barang bagus sesuai dengan yang di sampaikan saat live seller nya cantik dan,1,1
,barang sesuai bracket gratis jg dapat tks      ,1,1
,as long is good         ,1,1
,barang cepat sampai dan kondisinya baik       ,1,1
,barangnya kok rusak dicolokin ngga bisa filenya erorr     ,0,0
,bagus produk nya cuma lemoot gila ngirim nya     ,0,1
,barang sampai dengan aman reseller ramah barang sesuai pesanan semoga manfaatnya sesuai yg,1,1
,telah saya pakai lama kurang lebih jam tampung air nya sudah isi penuh,1,0
,pengirimanya lama banget          ,0,0
,pengiriman cepat ke sidoarjo hari sampai paket di terima dengan aman dan selamat,1,1
,barang tidak sesuai pesan         ,0,0
,terimkasihm paket udah sampe kmrn sore semoga bermanfaat     ,1,1
,kenapa file nya kalau di kirm jadi rusak dan tidak terplay dgn baik,0,0
,paket sesuai berfungsi cuma minta dikirim via j t tapi dikirim lewat jne,1,1
,tv ny bagus bingit apalagi pas liat film waah haibat banget ga da,1,1
,tv coocca memang mantap design gk modern gk kalah sama merk yg jauh,1,1
,pengirimn cepat namun kapasitasnya tidk real gb      ,0,0
,mantap laptop saya yang belum panas banget sat main game onlinesetelah pakai col,1,1
,mantap deh pokok yh         ,1,1
,barang bagus penjual sangat cooperatif        ,1,1
,kental sabun wangi juga enak        ,1,1
,agak lama tetapi tidak papa karena dapat murah     ,0,0
,barang berfungsi baik terima kasih buat fast respon nya    ,1,1
,respon seller cepat bahan ok jahitan ada yang kerut    ,1,1
,cuma kurir pengirimannyaa harus di tingkatkan lagi bikin kecewa    ,0,0
,sy pesan tv led sharp aquos lc lei di dftar pesanan tanpa ongkos,0,0
,kenapa kalau jual mobil dikasih embel ex wanita seakan mobilnya lebih apik padahal,0,0
,flasdik tidak bisa d format        ,0,0
,pengiriman lama tolol kayak baru jualan       ,0,0
,cocok untuk anak yg baru pakai miniset      ,1,1
,barang sesuai deskripsi dan barang bagus tks lazadut     ,1,1
,respon chat cepat          ,1,1
,pelayanan mohon ditingkatkan          ,1,0
,assalamu alaikum wr wb saya sudah pesan barangnya dari hari minggu tpi knpa,0,0
,barang sudah satu minggu kenapa belum sampai sekali lagi jangan ada yg beli,0,0
,berfungsi baik sesuai pesanan dan cepat sampai      ,1,1
,toyota runer sr sport utility dor toyota runer sr sport utility dor l,1,0
,baguss syekalii premiun dress nya makacii yaa      ,1,1
,pengiriman lamaa fitur barang tidak sesuai dengan yang asli    ,0,0
,sinyal sangat kuat amp kecepatan itenternet cepat      ,1,0
,material perfect packing bad         ,1,1
,recomsel            ,1,1
,ok barang bagus paking rapi        ,1,1
,barang bagus dan original cuma kirimannya lama kali untung gua sabar  ,1,1
,baju kecil banget dan harus ada sizenya ya lumayan buat anak saya umur,0,0
,mantap barang datang tepat waktu puas       ,1,1
,harga sudah tidak rb lagi        ,0,0
,respon cepet pas lagi butuh cepet       ,1,1
,variant lengkap pengiriman pake bubble wrap semoga cocok     ,1,1
,sedikit kecewa tempered glasnya retak        ,0,0
,sopan            ,1,0
,tidak bisa dipakai alias rusak        ,0,0
,yg paling enak wangi yang xox heheheh      ,1,1
,ini pemesanan kedua tetap bagus responsif dan cepat terima kasih   ,1,1
,barang asli tp jam nya suka error tanggal berubah sendiri trs dan angka,0,0
,audionya biasa aja dolby nya gk brasaa      ,1,0
,barang jelek banget file video gk bisa kebaca klo dimasukin flasdisknya bangkee ,0,0
,alhamdulillah beli pas dpt hrg rb trus dpt pot ongkir trus pot voucher,1,1
,paket senilai harga secara kwalitas baik mungkin yang perlu menjadi perhatian saat memisahkan,1,0
,jauh belum budaya ngopi jadi life style kaum urban warga aceh sudah demikian,1,0
,barang bagus tp pengiriman pake jne lambat parah     ,1,0
,akhirnya brg sudah smpai dg slamat saya sukak sekalii    ,1,1
,barang sesuai pkaing rapi         ,1,1
,barang diterima dengan baik amp cepat       ,1,1
,tidak karena badan pecah         ,0,0
,this is nd im ordered enclosure in thhe first time i got a,1,1
,salah kirim payah          ,0,0
,gan baterai nya kok ga kedeteksi ya di sony vaio saya kalo dari,0,0
,barang sudah di terima dengan baik walaupun paking ngak pake kayu tapi nyampainya,1,1
,tidak bakal sesal belanja di jadi id di jamin ori   ,0,1
,headset bluetoothny koneck k handphone tpi gx ada bunyinya tlg ksih pencerahannya gan,0,0
,ini kenapa ya laptop nya eror ketik z jadi y y jadi w,0,0
,tidak cocok untuk bashead maniac ini headphone dua telah senheiser hd  ,0,0
,baru hari pake udah ga nyala       ,0,0
,lap berfungsi baik seller fast respond       ,1,1
,barang mantap berfungsi bagus         ,1,1
,barang sudah sampai fast respon        ,1,1
,produk baguuss pgrmn cpt         ,1,1
,tv sangat bagus barang sampai dengan selamat      ,1,1
,fast delivery pesan malam siang datang very recommended sejauh ini lancar tanpa hambatan,1,1
,punya anak beli x dpt bando x mau di belah lah kaga bisa,0,0
